feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,labels
-350.8608398,15.99317265,-1.57468152,-3.251606226,-5.24612236,-5.637395382,-7.000743866,-10.34356213,-10.41907692,-4.401472569,-6.572284222,-7.218392849,-6.778006077,-1.707875848,-6.357709408,-5.227101803,-4.119781017,-1.289637446,2.176134825,8.853945732,female_fearful
-554.6016846,36.06317902,-22.38251686,0.058576118,-13.86486435,-8.88019371,-14.68497753,-21.95155907,-18.71923828,-4.268313408,-14.2375412,-9.453083038,-9.874803543,1.25282681,-14.75243759,-2.52283287,-5.794326782,2.250705481,5.362008572,17.10709572,female_fearful
-322.0627136,6.815087795,-29.9890995,6.321310997,-13.98200703,-4.203556061,-12.47982883,-18.3101902,-15.14442062,2.62248683,-7.380151749,5.187247753,10.43254566,32.95688629,-0.517567456,-0.146501631,-7.694796085,6.437915325,-1.82148838,2.142417669,female_fearful
-314.2337036,5.069782257,-28.49523163,4.861276627,-12.7212677,-5.15763092,-11.27205753,-18.51361084,-14.19959641,1.709252596,-6.459375381,4.091814041,10.9423666,31.16619873,0.552125514,-0.86389786,-6.703530312,5.31216383,-1.372504711,1.143943071,female_fearful
-379.8009949,3.22348094,-30.57709122,7.650482655,-15.52188015,-3.988785267,-17.71029472,-19.87802124,-14.45594311,4.085420609,-4.595470428,11.01818466,18.96825027,29.54131126,-10.00331783,-1.806279898,-5.248575211,9.679524422,-4.807907104,-2.812229395,female_fearful
-388.66745,25.69072151,-26.75527382,-0.890522718,-16.87635422,-5.498018265,-9.635246277,-15.85170746,-16.96590424,-4.852818012,-10.61799717,2.376662254,4.828596115,23.85077667,6.875362873,6.002648354,-5.1013937,2.161418676,1.664283752,5.055856228,female_fearful
-200.6106262,9.60283947,-5.675598145,-3.627200127,-7.044314384,-4.208639145,-3.389602423,-8.129522324,-7.269287109,-4.467369556,-3.326296329,0.833132029,5.386174202,10.93619823,6.712783337,1.55423224,-0.202036843,-0.590817213,1.083795786,-0.188977152,female_fearful
-447.2134094,20.65630341,-29.36907959,-1.129936218,-18.27375603,-4.545311928,-11.77165413,-18.25922966,-16.94882965,-2.569314718,-7.876410484,6.475815296,10.0517683,23.86752701,-0.474628925,2.271047592,-6.3516922,4.957211494,1.232616305,2.371299028,female_fearful
-362.3184814,28.12446785,-27.63395691,-6.377547741,-24.66413689,-9.187287331,-17.75783539,-19.6311512,-15.34180832,-8.019523621,-14.47869492,-6.523952484,-1.345827341,17.95091629,-0.866610944,9.991017342,3.135435343,5.008728504,3.180569887,4.470351696,female_fearful
-333.1824341,23.01600075,-24.43700409,-6.757035732,-23.38658714,-10.09056568,-15.42281914,-18.53872299,-13.81836796,-8.63595295,-13.27375412,-6.312635422,-0.909304738,16.19882393,0.098162659,9.018111229,3.34781599,3.697713137,3.533607006,3.788514376,female_fearful
-408.6125488,25.2118187,-32.34968185,-8.016866684,-27.32170868,-9.650542259,-21.57472229,-20.85375595,-15.45015907,-9.576805115,-13.98278999,-2.864672899,4.922314644,17.3367691,-3.55135107,11.55432987,1.709739447,6.588659286,2.760198116,2.941676855,female_fearful
-368.053833,24.42264175,-28.16904449,-9.777533531,-20.25681877,-12.25027847,-15.5482111,-17.36021042,-13.96177387,-5.173421383,-11.94762802,-4.159432411,-2.070986509,15.17437744,0.953749955,15.19597626,5.45652771,5.888805389,4.491679668,5.570886612,female_fearful
-219.9038544,15.94123459,-13.4970541,-5.777364254,-10.96675205,-8.743538857,-7.226412773,-12.36422348,-8.565519333,-5.156850815,-6.754178524,-3.579316616,1.540694237,8.57106781,3.052301645,8.552858353,5.014993668,1.758857012,3.098349094,1.276310802,female_fearful
-425.1042175,20.35593605,-35.30438232,-10.4291954,-22.34498024,-10.71574402,-20.29600334,-18.37224388,-13.92115498,-4.762351036,-11.60780621,-0.918540418,3.192949057,17.57581139,1.149510384,18.2375946,0.839724183,6.677733421,2.731248379,3.030232668,female_fearful
-514.8569336,66.22532654,-11.68348503,5.915725231,-10.41610146,-5.877936363,-10.45672512,-8.936128616,-18.42186165,-1.907530904,-8.355466843,-8.494994164,-8.442782402,5.575364113,-14.57821465,-2.320104599,-8.195964813,-0.38809526,-9.164827347,0.650921226,female_disgust
-403.0022888,31.09238815,-0.298475355,0.275005132,-7.030640602,-5.974578857,-7.174945354,-9.120429993,-12.81459427,-4.168572903,-4.632415295,-7.555412769,-3.247805834,1.199274302,-6.936600685,-4.936909199,-4.205759048,-3.000712872,-5.494190693,-1.293799281,female_disgust
-569.9140625,60.67387009,-14.53423119,5.510982513,-12.7694006,-6.769089699,-13.47713375,-11.3801775,-20.26833153,0.058252405,-10.31062508,-8.659426689,-5.076002598,3.656994343,-17.19049835,0.644848406,-8.587826729,0.535253048,-10.70226955,2.406311274,female_disgust
-497.0196838,67.34576416,-17.14933586,7.369152069,-12.9699316,-8.729307175,-20.93665504,-15.12452221,-17.26703453,1.463326454,-12.772892,-8.080840111,-7.728723049,2.757773161,-10.71168137,1.772655964,-4.181693554,-1.981345177,-9.414885521,-1.144442916,female_disgust
-370.1375122,28.25624084,-1.591619968,0.233369276,-5.964057922,-6.278607845,-11.37499523,-11.57977962,-8.619199753,-2.983064175,-5.227131844,-6.722842693,-2.18019557,-0.790820122,-3.752226114,-2.529772758,-2.610248804,-3.147233248,-6.460150719,-3.144904137,female_disgust
-543.6671143,61.52175903,-19.04028511,6.516797543,-15.27566147,-10.22713566,-25.45632553,-17.4000473,-16.56881714,1.827918172,-13.85299778,-6.855219364,-5.023945332,1.769630432,-11.39512634,2.235008478,-7.800529957,-3.827366829,-10.12120914,2.540958405,female_disgust
-507.9653625,52.7185936,-16.58050346,-0.973971784,-8.593502045,-11.35836601,-14.28861237,-18.33207512,-14.24248791,-3.180645227,-11.22235107,-7.672440529,-8.719936371,-1.027540088,-15.58697891,-2.385555506,-8.196116447,-3.578924656,-8.859209061,-2.23081398,female_disgust
-313.1751404,17.12445259,1.888630986,-3.276918411,-2.427376032,-6.046455383,-7.436915398,-8.995351791,-6.182546139,-2.105582476,-3.652933836,-2.382284641,-1.881732702,-1.828516245,-5.57201767,-2.6417799,-2.832564116,-2.17085886,-4.467162132,-3.75703311,female_disgust
-561.3672485,49.28730774,-22.10819817,-2.250181913,-12.51158524,-11.85171604,-17.88400459,-19.6638298,-13.44522762,-1.970002532,-12.6688118,-7.328770638,-7.863811016,-3.179113388,-15.79071522,0.104889482,-9.88861084,-3.137721539,-8.628513336,0.543596804,female_disgust
-485.0336304,41.95931625,-14.64142513,3.692240715,-3.427795172,-11.9563942,-12.07251549,-14.40739822,-8.657615662,-0.228218019,-10.65235043,-3.848721027,-5.520664692,2.214391947,-11.24807167,4.3676548,-0.089650363,3.728569031,-2.711905479,2.275723934,female_disgust
-309.7886353,15.07686138,-1.846586466,-2.388805389,-1.566366911,-7.689482212,-6.880904198,-8.106090546,-4.781789303,-1.923707604,-4.688750267,-3.649543762,-2.925528049,-2.219376087,-5.91937685,-1.118330836,-1.802900672,-0.519918859,-2.726050377,-1.202518702,female_disgust
-540.6455078,40.70091248,-20.75905037,3.161531687,-6.704086304,-14.83380985,-17.43146324,-15.86740112,-7.137183189,-1.091726542,-12.18745327,-3.563743353,-4.940480232,0.562253416,-10.19199753,8.434854507,-0.121420853,4.708425045,-3.269944906,4.81784296,female_disgust
-417.0488586,42.86074448,-15.54113197,8.643910408,-13.43547535,-6.659230709,-10.14787102,-17.30329704,-15.3186903,-4.770423412,-8.609989166,-6.295395851,-8.815956116,1.933081985,-14.27801704,-3.208212376,-7.247415066,0.932062685,-3.470360994,4.758318424,female_disgust
-337.09198,24.59398842,-6.917390347,3.494134665,-9.380749702,-5.467831612,-6.466016293,-12.95990753,-12.5975771,-4.883737087,-4.744401932,-6.550561428,-5.627517223,-0.729747891,-9.249336243,-4.764170647,-5.03498745,-0.895851672,-0.640883744,2.272686005,female_disgust
-469.4475708,36.73955154,-19.55658913,9.522035599,-18.84319687,-6.287498951,-15.46530819,-19.72660065,-15.93357944,-3.214506388,-9.16181469,-6.489155769,-7.866734505,0.35086289,-16.05985641,0.318470657,-7.081579685,3.702906132,-2.846951008,6.266925812,female_disgust
-438.3738708,43.67461014,-16.76353455,3.333933592,-14.01955032,-6.111800671,-10.87985992,-12.29340839,-18.51374817,-4.247478008,-9.632087708,-5.686565876,-10.80300045,0.992018878,-13.64925289,-5.154694557,-9.249578476,-5.432312489,-7.890367985,-4.304764748,female_disgust
-355.398468,25.83466148,-5.747625828,-0.180802792,-7.522661209,-5.156507492,-5.658875942,-8.970579147,-12.72096348,-4.617533684,-5.130335808,-5.526539803,-5.379446507,-0.387217522,-7.618690014,-5.41506958,-5.945698738,-5.943843365,-5.915182114,-5.533376217,female_disgust
-490.8848877,38.01776123,-20.75961304,1.464419723,-15.8749094,-7.179944038,-15.01197433,-15.79491997,-19.75136185,-4.051512241,-10.33477688,-6.271918297,-8.669460297,0.397154629,-15.56017399,-3.088349104,-12.49356937,-5.003358364,-9.854945183,-3.881123304,female_disgust
-479.2889404,43.56546021,-18.12339783,-1.873574734,-12.78269005,-13.52645493,-16.37153435,-21.48412323,-22.83648872,-3.673137426,-13.26707077,-12.00543404,-10.17268753,2.179723263,-18.24259377,-2.709597588,-6.935953617,-6.838415146,-10.03732681,-4.898098469,female_disgust
-351.7018433,20.58183098,-0.707365572,-4.215025902,-4.976323128,-6.505836487,-8.572055817,-10.84628391,-12.81065941,-4.13901329,-4.814828873,-5.791003704,-2.909303188,0.63397038,-7.052946091,-3.257437468,-3.402340651,-4.546674252,-6.775914669,-4.561491489,female_disgust
-539.4592896,40.55527878,-25.44809341,-2.537928104,-14.69116592,-15.67094707,-22.05686188,-25.2175312,-22.96731377,-2.917176008,-16.83177185,-12.36210442,-6.597553253,-1.011902928,-21.22044182,0.882357836,-10.65663338,-7.233253002,-10.69233418,-3.960900068,female_disgust
-433.6023865,45.03071594,-19.20117569,-6.766798019,-19.6102829,-11.34932804,-19.92783546,-21.58393097,-22.84863091,-3.575987101,-15.99275875,-12.44649887,-10.40934277,-4.178298473,-20.43186378,-1.839664578,-8.173534393,-2.474049807,-0.718041658,9.792850494,female_disgust
-386.7601624,34.26798248,-14.80091953,-8.418272018,-15.16689968,-10.12426472,-15.00458813,-19.14461136,-19.01880264,-2.783428431,-12.19037437,-11.13838863,-6.754369259,-4.417715073,-15.65245438,-2.23589921,-5.594146252,-2.313542128,1.350848675,8.364805222,female_disgust
-487.6045227,45.43823624,-23.37270355,-7.266482353,-23.25559425,-12.76431942,-27.67578697,-24.60568619,-24.2766037,-2.291405439,-19.86146736,-11.74125385,-10.06057072,-8.064136505,-21.23201942,1.996840239,-9.430487633,2.300245047,3.655422449,11.51375389,female_disgust
-568.7563477,48.78756332,-18.85762787,3.576627731,-12.75653172,-10.97870445,-10.53328609,-16.50123596,-12.75772095,-4.038163662,-9.243961334,-8.805142403,-9.715934753,1.683681965,-11.2671833,-0.907543957,-5.171039581,-1.089828253,-4.074395657,3.277104616,female_surprised
-394.6579895,26.23230171,-6.931499004,-0.400981545,-7.061106682,-8.40141201,-6.849424362,-12.68428898,-8.881123543,-3.95565486,-4.952593327,-7.650778294,-4.573054314,-0.220638588,-4.992097855,-1.990483403,-0.758663774,-2.904263735,-1.483466268,1.9113729,female_surprised
-626.6913452,47.22172165,-22.66620064,2.445641041,-16.21039772,-11.78148079,-14.06364822,-18.88362885,-12.51896191,-4.101130962,-10.68220711,-9.836121559,-6.787973404,-0.007567003,-11.41584396,1.131703496,-5.930149555,-1.363379836,-2.934863806,5.046288967,female_surprised
-528.5757446,48.59531784,-20.13787651,3.8225348,-15.26672745,-11.85348034,-10.97954559,-19.85346413,-13.75945187,-4.466733932,-11.67007351,-9.43259716,-11.67970371,2.455520868,-10.56210423,3.747236013,-3.587937593,-0.308156252,-3.119597435,3.420180798,female_surprised
-329.2466431,22.00273132,-4.345090389,-1.733391643,-7.979507923,-6.643233299,-6.196471691,-11.8511219,-8.359547615,-2.444116354,-4.93253994,-7.833719254,-3.697923183,-0.24242869,-3.211338282,1.035814524,1.367207408,-0.503134251,0.920535922,2.120053291,female_surprised
-565.2680664,44.44250107,-24.08218956,1.319973826,-18.88109589,-11.81503105,-14.49885082,-21.06879616,-12.425807,-4.744865417,-12.13173962,-11.60698223,-9.031843185,0.902328134,-10.24752998,5.673815727,-5.094163895,0.875380635,-1.170602322,3.882552624,female_surprised
-477.265625,55.00838852,-16.18118095,-2.010347128,-16.65916252,-15.68060493,-16.42401505,-22.9717617,-14.36554527,-5.368112564,-14.8110342,-10.26092148,-12.05374622,2.849308729,-11.58433628,4.997004986,-4.506771564,0.933476865,-1.304369807,3.644280434,female_surprised
-304.3733826,22.39581299,-0.135091856,-3.344966173,-8.267146111,-9.258462906,-8.377986908,-11.88871479,-7.769708157,-3.707255602,-6.890052319,-6.964680672,-4.290050507,-0.395420462,-1.913658738,2.498200178,-0.479223251,-0.339731663,1.052440047,1.726587772,female_surprised
-529.8818359,52.97071838,-20.07013702,-3.718840837,-21.07497787,-16.35479164,-20.12824821,-23.42856216,-13.09317875,-5.740983009,-17.10600853,-9.904925346,-8.091691971,1.678165913,-11.67407703,6.405033588,-6.394207478,2.880247116,-1.521651387,4.561048031,female_surprised
-495.6642151,50.48706818,-21.89267349,-2.219284058,-19.61801338,-13.75266171,-14.06327343,-24.84835625,-15.17116451,-3.264415264,-14.88328457,-11.80488396,-12.91921234,4.479444027,-11.28982735,6.052733421,-5.216501713,-1.096125722,-2.132873774,1.603098154,female_surprised
-287.0951538,21.33826065,-1.213453412,-5.468495369,-9.24769783,-7.065422058,-6.074030399,-10.4898138,-7.575746059,-3.357570171,-6.946948051,-6.479057789,-2.514341593,0.802152038,-1.08074832,2.265794992,-0.729300559,-1.496480584,0.622584164,1.44514668,female_surprised
-549.8620605,51.39003372,-25.15498924,-1.869387746,-22.84399223,-14.67066669,-19.13715744,-26.38404274,-12.81931496,-4.614272118,-17.55512047,-12.33946896,-8.254408836,4.48704958,-11.39940357,6.679010868,-8.476588249,2.429303408,-1.113339782,3.686024189,female_surprised
-405.3736877,40.89770889,-32.91914749,-1.33425796,-22.56314278,-13.89155293,-10.08700466,-23.58643532,-13.4058733,-0.086616375,-12.5180912,-3.28681922,-3.796558857,9.89753437,-9.882666588,2.622071505,-1.872467518,6.365124702,2.941348553,5.043129444,female_surprised
-227.3852844,15.61293411,-7.894026279,-2.657866716,-8.337467194,-7.340024471,-4.672357082,-11.72272778,-6.404910564,-0.814976394,-4.827862263,-3.716545582,1.561664939,3.268198252,-2.107432604,-0.862158418,1.227835178,1.662211061,2.991174459,1.453906655,female_surprised
-452.4996643,36.97999954,-37.71572495,-2.90045476,-26.78363991,-14.58250809,-15.67993546,-27.11591721,-10.44342422,0.015255681,-11.72119999,-1.104527473,-0.599105477,8.137200356,-11.8175621,5.968457222,-0.413565397,8.680728912,2.63446641,2.157927752,female_surprised
-434.1630859,33.83700943,-26.46090317,-3.699604988,-20.00122452,-13.3044548,-15.77499866,-24.2097435,-11.0505991,0.071187764,-7.811508656,-0.742791712,-3.233427525,5.773119926,-11.65474701,1.379205465,-3.51742959,1.742786288,0.212524995,5.769460201,female_surprised
-249.632019,15.87450695,-5.265436172,-3.111029863,-7.450939178,-5.94853735,-7.065871239,-12.30004215,-6.914875031,-1.033709764,-2.168392658,-0.929706156,1.021853924,1.796987891,-4.052294254,-1.980544209,-0.288932294,0.069071598,1.170184612,1.90989995,female_surprised
-482.729187,29.71555328,-28.91484642,-5.721556187,-23.54945946,-13.47415638,-20.43842888,-26.07836342,-9.360056877,0.12590535,-7.767814159,0.105085813,-0.982308507,3.882992506,-11.84185505,3.993583679,-2.657996416,4.468772411,0.920188189,5.205524921,female_surprised
-431.2316895,40.10084534,-22.41287422,-1.523439288,-17.31930923,-12.37840652,-16.30556679,-18.2217865,-9.504120827,-3.539988756,-11.06502056,-2.480164766,-5.015559673,6.690470219,-7.795275211,5.733007908,-1.533619046,3.44405961,3.799025297,6.5362854,female_surprised
-272.3063049,21.81354713,-9.242764473,-5.166382313,-11.29765224,-9.952542305,-10.15430546,-14.31826115,-6.676933289,-3.366942167,-5.513444424,-2.781583309,-0.219506025,2.401448965,-1.918215156,1.745761752,0.67813611,1.752139211,3.80914712,4.049957275,female_surprised
-473.5532837,39.49660873,-25.58356285,-3.589296579,-21.56382179,-14.57581425,-20.18465996,-19.67503548,-9.288045883,-6.034394741,-11.23975658,-3.568356752,-4.367836952,4.362983227,-8.18463707,6.896591187,-2.879635334,5.656060219,3.028791428,3.965116739,female_surprised
-405.677948,38.08567047,-23.57929993,-5.592475414,-21.85723495,-13.02391815,-18.80693054,-25.71174049,-12.36122036,-8.136650085,-15.80955791,-7.390451431,-8.403841019,4.699725628,-12.00722885,3.442773581,-5.608169556,-0.148129523,-0.08171884,4.906995773,female_surprised
-191.3054504,16.08920097,-5.271640301,-4.834873199,-8.887587547,-5.517268181,-5.941990852,-10.28742695,-4.791050911,-3.635004044,-4.73349905,-3.200829744,-0.810179114,0.869745195,-2.83447814,1.251880527,0.164299011,-0.946399748,0.834939241,1.190915346,female_surprised
-460.5680542,35.63180161,-27.45229721,-6.274570942,-26.71523285,-12.78151226,-24.60458183,-26.21543121,-10.49498272,-9.293961525,-16.48557854,-7.147855282,-6.617922783,2.216540337,-12.64069653,6.420594692,-6.768978596,3.767485142,0.539318144,4.711754322,female_surprised
-648.8300171,96.94680786,6.022921562,20.35842323,11.1705761,-1.173037171,-3.521579027,-4.898235798,-4.936728954,1.317061663,-1.159159899,1.401003361,-4.409022808,0.533892691,-3.665020704,4.668861866,-6.834254742,3.19088006,-2.438432455,0.488803089,male_neutral
-498.9156189,39.68732071,13.23926544,10.8467474,5.291611195,-0.703534782,-4.162601471,-5.481041908,-4.020833015,-3.738187551,-1.444471002,-1.033849359,-1.877826214,-2.464841127,-2.535480499,-0.443006009,-2.250364065,-1.243607044,-1.341087699,-2.046214819,male_neutral
-698.3973999,93.55768585,4.428493977,19.97562027,6.346539021,-2.359768152,-6.430091381,-7.028846741,-5.664036274,-0.953279614,-1.427994967,0.974229813,-4.950457573,-1.728529811,-3.322597504,3.225625038,-6.762385368,3.807136059,-3.891040087,0.303028584,male_neutral
-656.4316406,99.08509827,1.313896179,26.87115288,9.635063171,0.747556567,-1.138321161,-4.642879963,-2.67329812,3.420006752,0.118145607,4.061775684,-3.136962891,0.29386127,-0.705199301,3.448599577,-5.904742718,2.706141233,-2.510196209,2.978626728,male_neutral
-450.4596558,26.47044373,11.49550152,9.887249947,4.403032303,-0.321829051,-1.281823277,-2.358686686,-3.128206015,-2.561257839,-0.256181538,0.75369662,-0.295967698,-1.647270441,-1.676604629,-1.307682633,-1.732970119,-0.863788128,-0.492272228,-1.647951841,male_neutral
-709.0422363,97.92997742,-1.621554732,27.26049042,4.411831856,-0.209651187,-4.314640045,-6.562602043,-2.748833179,1.881872058,-1.922575831,2.471319914,-3.273021221,-0.036923442,-1.134017467,1.300397873,-5.420241356,3.352196693,-1.006284237,2.168920994,male_neutral
-650.6960449,80.1757431,0.463799357,21.37856483,6.840689182,-1.382209301,-0.559600413,-7.324053764,-11.04932117,3.186349392,-1.051618934,1.714080334,-3.235670805,-0.24516888,-1.685482144,2.316749811,-6.338322163,0.007789334,0.178497002,1.356141448,male_neutral
-447.7740173,28.67268372,7.607617378,8.331441879,1.778332472,-2.20893693,-3.356738567,-7.876264095,-7.097465515,-2.853026867,-1.266333103,-1.307782888,-2.193678617,-2.423843622,-1.206322074,0.062278859,-3.096187592,-3.266269207,-0.705078959,-1.625561833,male_neutral
-705.6172485,77.17090607,-1.679017901,20.96704102,2.356700182,0.164955646,-3.014226437,-9.979071617,-10.55570602,4.036316395,-1.987668395,-0.29042086,-5.419150352,0.65512675,-0.646961808,1.744614005,-6.264217377,1.14816153,-0.454237431,-2.400871515,male_neutral
-644.8258667,97.45765686,6.345101833,22.84464455,7.395684719,-0.293762982,-1.078937531,-11.78293228,-8.912620544,3.554136038,-2.402415514,4.684909344,-3.813541651,-0.559194684,-1.277605653,4.694042683,-7.125897884,2.434966564,-1.515503407,1.221979618,male_neutral
-643.3733521,96.95923615,6.382898808,22.84592819,7.017318249,-0.216308609,-1.129953623,-11.60624981,-8.894176483,3.538433552,-2.43060112,4.687160492,-3.901605129,-0.501432836,-1.394752264,4.664701939,-7.172354221,2.547633886,-1.511865139,1.300723791,male_neutral
-710.2092896,98.88531494,1.613014698,21.7062645,0.781651497,0.093036115,-6.363277912,-14.39129448,-6.87823534,5.160066605,-1.374871254,5.100328922,-6.095614433,0.863302767,-0.945824862,3.449368,-8.300806999,3.54136467,-3.944964409,-0.986699283,male_neutral
-640.3024292,106.3206482,8.235356331,31.20729065,3.526523113,0.364853054,-6.553133488,-1.719426036,-3.198189735,1.422945142,-2.002409458,2.889326572,-7.154352665,-1.105882525,0.526275754,1.461287618,-9.793816566,4.053098679,-3.481986761,0.846475244,male_calm
-612.1807861,90.15897369,15.93373775,25.59124565,4.424962521,-0.987654686,-6.188573837,-3.040897369,-2.685557365,-0.941258848,-0.776136637,0.748999119,-6.311009884,-1.995198131,0.54985863,-0.064524069,-8.072772026,1.706367493,-1.955602288,-1.082639337,male_calm
-693.7541504,101.9623108,6.627281666,30.02812004,-0.622441053,-2.009881258,-8.496887207,-2.733850956,-1.513921976,-0.845175505,-2.939176083,0.791134417,-7.397704124,1.357167602,0.751238465,-2.552293539,-7.091161728,5.686351776,-4.664320469,-0.098087229,male_calm
-676.0343628,98.96605682,11.65608406,35.8691597,-0.167173654,1.568360806,-4.236159801,-2.374218225,0.611361563,1.669365525,-3.31321311,7.024231911,-8.791243553,1.296285748,-1.116011858,3.615208149,-9.362050056,5.580311298,-5.438575268,2.993102789,male_calm
-557.1159668,44.75577164,21.04083061,17.83959198,3.742254734,0.012444972,-2.554555655,-3.499495029,0.458604068,-1.971582413,-1.011644602,0.522664785,-3.184438229,-2.699352264,-0.935042143,-1.221262217,-3.759799957,-0.854718387,-1.834311485,-2.572976828,male_calm
-733.3833618,99.51231384,12.60932922,38.73918533,-5.483496189,0.582297742,-5.866513252,-1.812059283,1.570806146,-0.362592012,-1.73600173,5.396102905,-10.57185555,0.585666418,-1.185720921,0.951933682,-6.369361401,5.230950832,-7.734089375,0.345958561,male_calm
-642.4890747,100.6380463,9.885706902,29.25074387,-3.507051468,4.012468338,-7.156344414,-6.440224648,-8.252762794,6.191939354,-2.231872559,3.054582596,-6.64329958,0.778166592,-2.493080139,0.033966713,-9.597227097,4.76759243,-4.045235634,0.740579128,male_calm
-523.1745605,45.00728226,21.87373352,14.24622059,-0.05398003,1.240622997,-4.997511387,-8.268433571,-3.82630229,-1.095306635,-0.260458916,-0.588602424,-3.246239424,-2.288360357,-2.307438612,-2.571998358,-4.002992153,-1.680975556,-1.2037853,-2.353581429,male_calm
-703.8548584,97.64564514,9.638540268,29.61798286,-8.379089355,2.638682842,-9.630265236,-5.308652878,-5.160210609,6.075886726,-2.461222649,2.760263443,-7.531624317,0.845832169,-2.263755083,-0.398336232,-7.197070122,6.61113739,-3.653478146,-1.135362029,male_calm
-601.5442505,93.32891846,14.37129021,24.62975883,-4.873924732,4.871627331,-10.88538647,-6.517236233,-9.038208008,2.995667934,-1.62568891,-0.031306699,-6.580686092,-1.479019403,-1.924732804,1.90991497,-10.59435368,4.632491589,-4.610798359,-0.459127069,male_calm
-463.1904297,36.61656189,21.10116768,10.83969784,-1.434263945,2.762452126,-5.622332096,-6.580471992,-5.270840168,-4.686774254,-0.107052729,-1.520170808,-2.579645395,-1.07944119,-3.424389839,-2.614768505,-4.230330944,-1.551747799,-1.202670097,-3.236760855,male_calm
-663.633667,88.18517303,14.2177515,23.44865799,-10.67975616,4.940396786,-16.09698105,-6.847809315,-8.233612061,3.722026348,-3.003490686,-1.01537931,-6.881979942,-0.631290972,-1.091636419,-0.682552338,-8.420811653,5.359488487,-7.213880062,-3.403141499,male_calm
-641.0521851,67.69554138,0.509050727,32.84226608,2.510209799,5.663427353,-9.60089016,4.267609119,0.195018485,2.859195232,-1.516591787,6.274178028,-8.447997093,3.858395815,-4.675841808,4.058010578,-7.532238483,5.330758572,-5.694154739,3.70605588,male_calm
-522.9197388,28.17695045,9.554299355,15.54627228,3.691431046,1.993781805,-2.864582062,0.675962687,0.207538173,-2.609642506,0.602227926,0.345198661,-3.122979164,-0.908314943,-1.894954443,-1.191150904,-2.576637506,-0.645731866,-1.953564286,-1.920135498,male_calm
-696.7719727,64.65076447,1.754281521,32.24467087,-2.57733798,4.657850742,-10.9342432,6.917446136,-0.248032242,1.770691514,0.335626453,2.6146245,-7.66210556,6.167155743,-3.827222586,2.824849367,-6.25317812,5.623515129,-6.734072208,3.311335087,male_calm
-707.8295898,79.70882416,14.24518204,33.66936111,8.473590851,8.479661942,-6.57503891,-4.133725166,0.466588408,7.359406471,1.914963603,4.08887434,-6.012286663,3.339954853,-2.685824394,1.315297723,-5.433348656,4.113315582,-3.479499578,0.987976611,male_calm
-685.8102417,68.63113403,17.38049126,29.91013145,9.514336586,6.926186562,-5.526990891,-4.911700249,0.819837868,5.935608387,2.717850924,2.55718112,-4.538414478,1.786490202,-2.025772572,-0.017744135,-4.466293812,2.257326841,-1.856030464,-0.604447126,male_calm
-767.8616943,78.2551651,14.96605396,35.04699707,6.748394966,7.762382507,-9.971312523,-5.313651085,0.664989412,6.148527145,0.210786492,0.437106878,-5.03076601,3.392073631,-3.471123934,-0.261349142,-4.195890427,2.720038176,-4.481388569,-0.4979074,male_calm
-650.7297974,77.18237305,15.70800209,37.3696022,-1.105439544,4.871462822,-4.082175255,-3.881083488,-2.859100342,9.944135666,-4.197655678,6.376067162,-10.66338062,-3.734542608,1.448696017,0.923145413,-10.97932625,9.085774422,-8.438808441,0.848766029,male_calm
-563.6057129,41.71630478,22.02523613,20.96718025,-0.146401852,3.053885937,-0.956078589,-4.595090389,-0.695498765,2.106001377,0.136691257,-0.478218317,-5.212438107,-4.2884202,-0.165365219,-2.501206636,-6.001670361,2.075236082,-2.999275923,-3.184669733,male_calm
-713.8659668,73.90188599,15.53798294,36.82533264,-5.730243683,4.061859131,-7.922601223,-4.514914513,-0.25263074,8.895330429,-5.806062222,4.282261372,-12.34764194,0.709769487,2.511237144,-2.572252035,-7.680796146,8.188738823,-11.53210354,3.359951735,male_calm
-689.241333,82.37997437,20.68439102,39.35214615,5.937204361,7.028479099,-3.890043259,-6.909904003,-2.52380991,10.71424007,-4.077794552,5.638402939,-9.749974251,0.684492946,0.381558597,3.094305992,-9.340304375,5.658478737,-4.786968708,1.564901233,male_calm
-622.0808716,54.80404282,25.81508064,26.07473755,6.311386108,5.669566631,-1.273787975,-8.620495796,-1.663552999,4.081999779,-0.120394014,0.866443694,-5.30247879,-1.970772743,0.559752882,-0.484889209,-5.4220438,1.148379803,-1.752998233,-1.958317876,male_calm
-747.9331055,81.15019989,22.11521339,40.55211258,2.37565732,4.781718731,-8.134034157,-10.46396351,-0.440533906,8.127140045,-5.180751324,3.172884226,-8.899283409,3.684062719,1.814439893,-2.473761797,-8.538668633,5.475368977,-6.010345936,0.188612878,male_calm
-572.1572876,94.93453979,-2.479070663,22.99063683,6.860816479,-0.200220704,-7.499102116,-1.475122333,-20.74201584,-6.308123589,2.638911486,-6.036207199,-8.210086823,3.197504044,-6.033450603,1.458358884,-9.186870575,-1.283767819,-4.376612663,-0.207947761,male_happy
